Date,Company,Symbol,Sector,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Upper,BB_Middle,BB_Lower,NIFTY_50,NIFTY_BANK,NIFTY_IT,NIFTY_AUTO,NIFTY_PHARMA,Price_Change,Price_Change_Abs,High_Low_Ratio,Volume_MA_5,Volume_Ratio,DayOfWeek,Month,Quarter
2025-05-18,Tata Motors,TATAMOTORS.NS,Automobile,1004.88,1023.17,1004.88,1007.21,2179186,999.57,980.03,1007.21,985.32,976.63,8.6876,5.1433,3.5443,69.52,1111.14,1007.21,903.28,18895.59,42799.38,31391.46,15205.48,13441.89,0.002318684818087835,0.002318684818087835,1.0182011782501392,3849212.6,0.5661381239373476,6,5,2
2025-05-19,HDFC Bank,HDFCBANK.NS,Banking,1584.0,1605.73,1570.96,1579.76,4522683,1594.46,1605.0,1579.76,1603.64,1611.04,-7.4003,-4.3979,-3.0024,29.71,1653.73,1579.76,1505.79,18883.03,43876.65,31367.82,15065.15,13382.14,-0.0026767676767677218,0.0026767676767677218,1.0221329632835974,4350912.4,1.0394792136012667,0,5,2
2025-05-19,Infosys,INFY.NS,IT Services,1616.92,1616.92,1575.36,1594.12,3844706,1606.33,1579.34,1594.12,1584.99,1574.53,10.4653,6.8456,3.6198,60.29,1680.07,1594.12,1508.17,18883.03,43876.65,31367.82,15065.15,13382.14,-0.014100883160577005,0.014100883160577005,1.0263812715823686,3389074.6,1.1344412424559789,0,5,2
2025-05-19,Reliance Industries,RELIANCE.NS,Oil & Gas,2977.9,3013.36,2954.03,2958.34,6409005,2987.11,2974.96,2958.34,2969.43,2961.31,8.1251,7.8029,0.3222,55.62,3261.78,2958.34,2654.9,18883.03,43876.65,31367.82,15065.15,13382.14,-0.006568387118439101,0.006568387118439101,1.0200844270369631,3917226.2,1.6361079684395043,0,5,2
2025-05-19,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1485.71,1493.99,1464.43,1468.22,5632073,1478.1,1460.68,1468.22,1460.1,1450.24,9.8506,7.2412,2.6094,73.52,1625.95,1468.22,1310.49,18883.03,43876.65,31367.82,15065.15,13382.14,-0.011772149342738514,0.011772149342738514,1.0201853280798672,4239930.2,1.3283409712735366,0,5,2
2025-05-19,Tata Motors,TATAMOTORS.NS,Automobile,1007.21,1007.21,974.53,986.92,6099201,1002.72,984.99,986.92,985.58,977.71,7.8758,5.7056,2.1702,59.6,1090.85,986.92,882.99,18883.03,43876.65,31367.82,15065.15,13382.14,-0.02014475630702639,0.02014475630702639,1.0335341138805374,4272636.4,1.4275029347219903,0,5,2
2025-05-20,HDFC Bank,HDFCBANK.NS,Banking,1579.76,1603.65,1562.92,1578.24,2788359,1587.78,1598.55,1578.24,1599.49,1607.71,-8.2207,-5.1801,-3.0406,30.05,1652.21,1578.24,1504.27,19064.42,43983.95,31469.07,14763.84,13295.19,-0.00096217146908395,0.00096217146908395,1.0260601950195787,4059536.2,0.68686639621541,1,5,2
2025-05-20,Infosys,INFY.NS,IT Services,1594.12,1607.84,1577.59,1591.24,4757616,1604.02,1586.65,1591.24,1586.01,1576.22,9.7897,7.448,2.3418,61.15,1677.19,1591.24,1505.29,19064.42,43983.95,31469.07,14763.84,13295.19,-0.0018066393997941965,0.0018066393997941965,1.0191748172845922,3806915.2,1.2497299650908955,1,5,2
2025-05-20,Reliance Industries,RELIANCE.NS,Oil & Gas,2958.34,3009.13,2933.46,2957.98,1317891,2977.37,2973.31,2957.98,2967.56,2960.97,6.5917,7.5551,-0.9634,64.43,3261.42,2957.98,2654.54,19064.42,43983.95,31469.07,14763.84,13295.19,-0.00012168986661442727,0.00012168986661442727,1.0257954770134927,3613377.4,0.3647255335133275,1,5,2
2025-05-20,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1468.22,1471.4,1439.85,1455.35,2794893,1474.31,1463.11,1455.35,1459.32,1450.76,8.557,7.5104,1.0466,69.52,1613.08,1455.35,1297.62,19064.42,43983.95,31469.07,14763.84,13295.19,-0.008765716309544924,0.008765716309544924,1.0219120047227144,3767672.8,0.7418088428485616,1,5,2
2025-05-20,Tata Motors,TATAMOTORS.NS,Automobile,986.92,987.95,984.17,984.95,1671926,1000.33,989.46,984.95,985.48,978.44,7.037,5.978,1.059,57.21,1088.88,984.95,881.02,19064.42,43983.95,31469.07,14763.84,13295.19,-0.0019961091071210024,0.0019961091071210024,1.0038407998618126,2981373.0,0.5607906155989204,1,5,2
2025-05-21,HDFC Bank,HDFCBANK.NS,Banking,1578.24,1599.53,1569.69,1586.8,1599403,1584.09,1595.24,1586.8,1597.43,1605.64,-8.2083,-5.7968,-2.4115,22.4,1660.77,1586.8,1512.83,19141.87,43728.73,31528.7,14654.17,13227.39,0.00542376317923754,0.00542376317923754,1.0190101230179207,3172852.2,0.504089979356744,2,5,2
2025-05-21,Infosys,INFY.NS,IT Services,1591.24,1637.9,1591.24,1616.87,8212111,1604.14,1596.06,1616.87,1591.01,1580.24,10.7681,8.1242,2.6439,70.42,1702.82,1616.87,1530.92,19141.87,43728.73,31528.7,14654.17,13227.39,0.016106935471707606,0.016106935471707606,1.0293230436640608,4949952.2,1.6590283437484508,2,5,2
2025-05-21,Reliance Industries,RELIANCE.NS,Oil & Gas,2957.98,3078.9,2957.98,3019.94,9713251,2981.98,2978.48,3019.94,2976.04,2966.79,9.243,7.8989,1.3442,69.92,3323.38,3019.94,2716.5,19141.87,43728.73,31528.7,14654.17,13227.39,0.020946727158398737,0.020946727158398737,1.0408792486764618,5171503.2,1.878225851237992,2,5,2
2025-05-21,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1455.35,1481.05,1449.15,1455.85,1310104,1471.18,1464.51,1455.85,1458.76,1451.27,7.4928,7.5068,-0.014,69.09,1613.58,1455.85,1298.12,19141.87,43728.73,31528.7,14654.17,13227.39,0.0003435599683925261,0.0003435599683925261,1.022012904116206,3535310.6,0.3705767747818254,2,5,2
2025-05-21,Tata Motors,TATAMOTORS.NS,Automobile,984.95,989.52,955.48,970.79,7366012,990.95,989.44,970.79,983.1,977.69,5.4155,5.8635,-0.4479,56.02,1074.72,970.79,866.86,19141.87,43728.73,31528.7,14654.17,13227.39,-0.014376364282450926,0.014376364282450926,1.0356260727592415,4017473.4,1.8334936579791667,2,5,2
2025-05-22,HDFC Bank,HDFCBANK.NS,Banking,1586.8,1588.71,1563.66,1586.61,1242461,1583.08,1593.11,1586.61,1595.69,1603.81,-8.1112,-6.2665,-1.8447,23.3,1660.58,1586.61,1512.64,19020.64,43586.72,31742.6,14623.25,13210.09,-0.00011973783715657493,0.00011973783715657493,1.016020106672806,2385476.4,0.5208439706215496,3,5,2
2025-05-22,Infosys,INFY.NS,IT Services,1616.87,1662.88,1616.87,1642.65,4699365,1612.36,1605.51,1642.65,1599.3,1586.26,13.0428,9.1223,3.9205,73.19,1728.6,1642.65,1556.7,19020.64,43586.72,31742.6,14623.25,13210.09,0.01594438637614659,0.01594438637614659,1.028456214785357,5027878.4,0.934661625865892,3,5,2
2025-05-22,Reliance Industries,RELIANCE.NS,Oil & Gas,3019.94,3019.94,2951.65,2963.17,4074657,2975.47,2980.18,2963.17,2973.97,2966.45,7.5264,7.8233,-0.2969,55.57,3266.61,2963.17,2659.73,19020.64,43586.72,31742.6,14623.25,13210.09,-0.018798386722915006,0.018798386722915006,1.0231362119492486,4971970.6,0.819525561957265,3,5,2
2025-05-22,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1455.85,1486.54,1455.85,1473.86,7954022,1467.8,1467.2,1473.86,1461.18,1453.44,7.7391,7.554,0.1852,69.93,1631.59,1473.86,1316.13,19020.64,43586.72,31742.6,14623.25,13210.09,0.012370779956726308,0.012370779956726308,1.0210804684548547,4579098.2,1.7370280462646552,3,5,2
2025-05-22,Tata Motors,TATAMOTORS.NS,Automobile,970.79,984.28,970.79,981.8,3116894,986.33,990.27,981.8,982.89,978.08,4.8098,5.6496,-0.8399,65.56,1085.73,981.8,877.87,19020.64,43586.72,31742.6,14623.25,13210.09,0.011341278752356354,0.011341278752356354,1.0138958992161025,4086643.8,0.7627026363295965,3,5,2
2025-05-23,HDFC Bank,HDFCBANK.NS,Banking,1586.61,1599.38,1542.97,1570.69,2318058,1580.42,1590.74,1610.4,1591.71,1600.68,-8.9762,-6.8147,-2.1615,21.55,1662.28,1610.4,1558.53,19244.05,43984.1,31615.53,14473.59,13159.18,-0.010033971801513775,0.010033971801513775,1.0365593627873517,2494192.8,0.9293820429599509,4,5,2
2025-05-23,Infosys,INFY.NS,IT Services,1642.65,1643.44,1582.77,1613.76,4012785,1611.73,1610.11,1574.99,1601.6,1588.85,12.7554,9.8574,2.898,64.04,1652.73,1574.99,1497.25,19244.05,43984.1,31615.53,14473.59,13159.18,-0.017587434937448743,0.017587434937448743,1.0383315326926843,5105316.6,0.7860012050966634,4,5,2
2025-05-23,Reliance Industries,RELIANCE.NS,Oil & Gas,2963.17,2999.46,2906.45,2947.5,3393655,2969.39,2981.61,2955.7,2969.75,2964.66,5.0911,7.2705,-2.1794,50.26,3031.02,2955.7,2880.38,19244.05,43984.1,31615.53,14473.59,13159.18,-0.005288255483148152,0.005288255483148152,1.0320012386244388,4981691.8,0.6812254021816444,4,5,2
2025-05-23,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1473.86,1512.68,1466.42,1486.28,6280957,1467.91,1470.82,1445.66,1465.19,1456.54,8.6452,7.7748,0.8705,73.32,1507.66,1445.66,1383.66,19244.05,43984.1,31615.53,14473.59,13159.18,0.008426851939804303,0.008426851939804303,1.0315462145906358,4794409.8,1.3100584351383564,4,5,2
2025-05-23,Tata Motors,TATAMOTORS.NS,Automobile,981.8,983.09,957.43,964.47,4667783,977.79,988.68,970.97,979.96,976.8,3.1552,5.1449,-1.9897,57.58,1020.74,970.97,921.2,19244.05,43984.1,31615.53,14473.59,13159.18,-0.01765125280097768,0.01765125280097768,1.026800914949396,4584363.2,1.0181965948945755,4,5,2
2025-05-24,HDFC Bank,HDFCBANK.NS,Banking,1570.69,1598.31,1562.17,1580.38,2624866,1580.54,1587.5,1608.23,1589.91,1598.81,-8.8958,-7.2348,-1.661,26.98,1661.36,1608.23,1555.1,19393.57,44027.61,31771.53,14455.15,12942.37,0.006169263190062946,0.006169263190062946,1.023134486003444,2114629.4,1.2412888991328694,5,5,2
2025-05-24,Infosys,INFY.NS,IT Services,1613.76,1645.79,1613.76,1620.68,4951891,1617.04,1611.68,1578.55,1604.63,1591.79,12.8384,10.4591,2.3792,70.88,1657.88,1578.55,1499.23,19393.57,44027.61,31771.53,14455.15,12942.37,0.004288122149514129,0.004288122149514129,1.0198480567122745,5326753.6,0.9296264426422879,5,5,2
2025-05-24,Reliance Industries,RELIANCE.NS,Oil & Gas,2947.5,2947.5,2896.52,2925.45,3065242,2962.81,2974.96,2957.35,2962.72,2961.03,1.6896,6.1439,-4.4543,42.34,3028.16,2957.35,2886.54,19393.57,44027.61,31771.53,14455.15,12942.37,-0.007480916030534468,0.007480916030534468,1.0176004308618618,4312939.2,0.7107083726104926,5,5,2
2025-05-24,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1486.28,1499.57,1476.73,1487.26,3406736,1471.72,1474.91,1449.89,1468.69,1459.38,9.3065,8.084,1.2225,70.08,1511.09,1449.89,1388.69,19393.57,44027.61,31771.53,14455.15,12942.37,0.0006593643189709564,0.0006593643189709564,1.0154666052697514,4349342.4,0.7832761108897749,5,5,2
2025-05-24,Tata Motors,TATAMOTORS.NS,Automobile,964.47,968.71,959.79,962.32,5482715,972.87,987.79,972.1,977.16,975.46,1.6968,4.4489,-2.7521,56.2,1019.88,972.1,924.31,19393.57,44027.61,31771.53,14455.15,12942.37,-0.002229203604051988,0.002229203604051988,1.009293699663468,4461066.0,1.2290145449540535,5,5,2
2025-05-25,HDFC Bank,HDFCBANK.NS,Banking,1580.38,1601.46,1571.12,1578.79,2090101,1580.65,1584.22,1605.42,1588.16,1596.99,-8.8343,-7.5571,-1.2772,32.0,1658.54,1605.42,1552.3,19466.41,43534.84,31697.02,14468.22,13024.73,-0.0010060871435985108,0.0010060871435985108,1.019311064718163,1974977.8,1.0582908830671414,6,5,2
2025-05-25,Infosys,INFY.NS,IT Services,1620.68,1620.68,1561.76,1585.95,10147533,1615.98,1610.0,1580.35,1601.68,1591.26,10.42,10.4513,-0.0312,61.46,1658.58,1580.35,1502.12,19466.41,43534.84,31697.02,14468.22,13024.73,-0.021429276599945757,0.021429276599945757,1.0377266673496568,6404737.0,1.5843793429769248,6,5,2
2025-05-25,Reliance Industries,RELIANCE.NS,Oil & Gas,2925.45,2985.55,2925.45,2942.21,2081191,2959.65,2968.51,2958.19,2959.49,2959.33,0.1603,4.9383,-4.778,46.07,3027.79,2958.19,2888.59,19466.41,43534.84,31697.02,14468.22,13024.73,0.005729033140200679,0.005729033140200679,1.0205438479550155,4465599.2,0.4660496624954608,6,5,2
2025-05-25,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1487.26,1498.84,1462.73,1474.44,2917996,1475.54,1474.92,1453.42,1469.59,1460.75,8.8476,8.2378,0.6098,61.48,1511.5,1453.42,1395.34,19466.41,43534.84,31697.02,14468.22,13024.73,-0.008619878165216477,0.008619878165216477,1.0246867159352717,4373963.0,0.6671286428348845,6,5,2
2025-05-25,Tata Motors,TATAMOTORS.NS,Automobile,962.32,962.32,940.66,958.09,4438596,967.49,983.91,972.39,974.15,973.89,0.2637,3.6056,-3.3419,45.75,1019.73,972.39,925.04,19466.41,43534.84,31697.02,14468.22,13024.73,-0.004395627234184074,0.004395627234184074,1.023026385729169,5014400.0,0.885169910657307,6,5,2
2025-05-26,HDFC Bank,HDFCBANK.NS,Banking,1578.79,1578.79,1544.9,1559.65,5425821,1575.22,1579.66,1601.81,1583.67,1593.66,-9.9821,-8.045,-1.9372,30.13,1657.12,1601.81,1546.49,19440.67,43853.39,31920.82,14435.61,12909.02,-0.012123208279758435,0.012123208279758435,1.0219366949317108,2740261.4,1.9800377438444376,0,5,2
2025-05-26,Infosys,INFY.NS,IT Services,1585.95,1591.67,1546.22,1565.81,7417448,1605.77,1604.95,1581.43,1596.04,1588.99,7.0527,9.7675,-2.7148,53.27,1658.14,1581.43,1504.71,19440.67,43853.39,31920.82,14435.61,12909.02,-0.0126990132097482,0.0126990132097482,1.0293942647230019,6245804.4,1.1875889036806853,0,5,2
2025-05-26,Reliance Industries,RELIANCE.NS,Oil & Gas,2942.21,2942.21,2870.1,2908.26,4541026,2937.32,2959.65,2959.35,2951.43,2954.77,-3.3342,3.274,-6.6082,44.46,3024.44,2959.35,2894.26,19440.67,43853.39,31920.82,14435.61,12909.02,-0.011538945214651486,0.011538945214651486,1.0251245601198564,3431154.2,1.3234689364879024,0,5,2
2025-05-26,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1474.44,1489.59,1455.88,1477.81,3747386,1479.93,1475.56,1457.37,1470.89,1462.27,8.6159,8.3139,0.302,61.01,1510.33,1457.37,1404.4,19440.67,43853.39,31920.82,14435.61,12909.02,0.0022856135210655992,0.0022856135210655992,1.023154380855565,4861419.4,0.7708419479298576,0,5,2
2025-05-26,Tata Motors,TATAMOTORS.NS,Automobile,958.09,971.36,948.98,955.22,3405700,964.38,977.67,972.16,971.17,972.22,-1.0458,2.6698,-3.7156,43.96,1019.8,972.16,924.53,19440.67,43853.39,31920.82,14435.61,12909.02,-0.002995543216190555,0.002995543216190555,1.023583215663133,4222337.6,0.8065911167311681,0,5,2
2025-05-27,HDFC Bank,HDFCBANK.NS,Banking,1559.65,1571.51,1543.3,1555.97,4336936,1569.1,1576.09,1596.92,1579.33,1590.34,-11.0088,-8.6406,-2.3683,32.76,1650.15,1596.92,1543.69,19325.46,43627.73,32109.08,14338.83,12936.17,-0.002359503734812307,0.002359503734812307,1.0182790125056698,3359156.4,1.2910789149323325,1,5,2
2025-05-27,Infosys,INFY.NS,IT Services,1565.81,1589.43,1562.51,1570.82,3275574,1591.4,1601.88,1583.61,1592.09,1587.39,4.6985,8.7489,-4.0504,50.59,1656.2,1583.61,1511.01,19325.46,43627.73,32109.08,14338.83,12936.17,0.003199621920922713,0.003199621920922713,1.0172286897363858,5961046.2,0.5494964961016406,1,5,2
2025-05-27,Reliance Industries,RELIANCE.NS,Oil & Gas,2908.26,2947.51,2893.32,2893.64,5564888,2923.41,2949.44,2958.99,2942.38,2949.39,-7.014,1.2066,-8.2206,44.24,3025.5,2958.99,2892.49,19325.46,43627.73,32109.08,14338.83,12936.17,-0.0050270608542566375,0.0050270608542566375,1.018729348983175,3729200.4,1.4922469706910897,1,5,2
2025-05-27,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1477.81,1507.3,1472.66,1485.62,2181308,1482.28,1475.04,1461.58,1473.19,1464.32,8.871,8.4258,0.4452,62.27,1508.88,1461.58,1414.28,19325.46,43627.73,32109.08,14338.83,12936.17,0.005284847172505325,0.005284847172505325,1.0235220621188867,3706876.6,0.5884490462941226,1,5,2
2025-05-27,Tata Motors,TATAMOTORS.NS,Automobile,955.22,955.22,914.28,921.94,3544498,952.41,969.37,970.8,963.46,967.8,-4.3385,1.2615,-5.6,33.6,1022.58,970.8,919.01,19325.46,43627.73,32109.08,14338.83,12936.17,-0.03484014153807502,0.03484014153807502,1.0447784048650304,4307858.4,0.8227981681106323,1,5,2
2025-05-28,HDFC Bank,HDFCBANK.NS,Banking,1555.97,1585.28,1554.78,1557.72,1302230,1566.5,1573.46,1592.36,1575.96,1587.51,-11.5561,-9.2259,-2.3302,21.05,1642.38,1592.36,1542.34,19282.21,44273.76,31829.31,14365.58,13162.17,0.001124700347693075,0.001124700347693075,1.019616923294614,3155990.8,0.41262160840266077,2,5,2
2025-05-28,Infosys,INFY.NS,IT Services,1570.82,1571.24,1558.65,1561.18,2586898,1580.89,1596.31,1585.15,1587.26,1585.12,2.1426,7.4226,-5.2801,40.42,1654.21,1585.15,1516.08,19282.21,44273.76,31829.31,14365.58,13162.17,-0.006136922117110699,0.006136922117110699,1.0080775029673115,5675868.8,0.45577128209869827,2,5,2
2025-05-28,Reliance Industries,RELIANCE.NS,Oil & Gas,2893.64,2990.48,2893.64,2943.26,6172372,2922.56,2945.98,2959.84,2942.51,2948.86,-6.3443,-0.3093,-6.0349,42.74,3025.02,2959.84,2894.66,19282.21,44273.76,31829.31,14365.58,13162.17,0.017147952060380778,0.017147952060380778,1.0334664989425084,4284943.8,1.4404791026664108,2,5,2
2025-05-28,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1485.62,1486.73,1463.9,1477.49,5816468,1480.52,1474.22,1464.69,1473.87,1465.47,8.4001,8.4207,-0.0206,60.41,1507.11,1464.69,1422.27,19282.21,44273.76,31829.31,14365.58,13162.17,-0.005472462675515821,0.005472462675515821,1.015595327549696,3613978.8,1.6094361151205425,2,5,2
2025-05-28,Tata Motors,TATAMOTORS.NS,Automobile,921.94,937.02,916.56,920.26,1250535,943.57,960.68,970.36,956.71,963.67,-6.9647,-0.39,-6.5747,35.08,1023.76,970.36,916.95,19282.21,44273.76,31829.31,14365.58,13162.17,-0.0018222443976831926,0.0018222443976831926,1.0223225975386228,3624408.8,0.34503144347293274,2,5,2
2025-05-29,HDFC Bank,HDFCBANK.NS,Banking,1557.72,1581.47,1540.82,1561.4,3897526,1562.71,1571.62,1588.31,1573.69,1585.28,-11.5884,-9.6998,-1.8885,24.26,1634.21,1588.31,1542.41,19416.0,44653.62,32158.16,14433.48,13062.14,0.002362427137097889,0.002362427137097889,1.0263820563076804,3410522.8,1.1427942953496748,3,5,2
2025-05-29,Infosys,INFY.NS,IT Services,1561.18,1569.79,1554.63,1562.12,4642956,1569.18,1593.11,1586.23,1583.34,1583.15,0.1938,5.9725,-5.7787,41.05,1652.99,1586.23,1519.47,19416.0,44653.62,32158.16,14433.48,13062.14,0.0006021086613969828,0.0006021086613969828,1.0097515164379949,5614081.8,0.8270196561795733,3,5,2
2025-05-29,Reliance Industries,RELIANCE.NS,Oil & Gas,2943.26,2961.56,2866.41,2911.25,6441647,2919.72,2941.27,2958.11,2937.64,2945.64,-7.9961,-1.8513,-6.1448,36.45,3026.6,2958.11,2889.62,19416.0,44653.62,32158.16,14433.48,13062.14,-0.010875695657196482,0.010875695657196482,1.0331948325605897,4960224.8,1.2986602945898742,3,5,2
2025-05-29,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1477.49,1478.75,1467.27,1469.56,6095872,1476.98,1474.35,1467.51,1473.19,1465.82,7.3782,8.2116,-0.8333,48.18,1502.31,1467.51,1432.72,19416.0,44653.62,32158.16,14433.48,13062.14,-0.005367210607178485,0.005367210607178485,1.0078240541958876,4151806.0,1.468245866979334,3,5,2
2025-05-29,Tata Motors,TATAMOTORS.NS,Automobile,920.26,944.33,920.26,944.04,7009918,939.91,956.39,970.69,954.73,961.99,-7.2577,-1.7677,-5.49,34.32,1023.31,970.69,918.07,19416.0,44653.62,32158.16,14433.48,13062.14,0.02584052333036313,0.02584052333036313,1.0261556516636603,3929849.4,1.7837625024511117,3,5,2
2025-05-30,HDFC Bank,HDFCBANK.NS,Banking,1561.4,1561.4,1543.35,1554.36,2454717,1557.82,1569.24,1583.89,1570.68,1582.66,-11.9771,-10.1564,-1.8207,24.1,1624.43,1583.89,1543.35,19647.77,44501.26,31998.99,14270.17,12800.9,-0.00450877417702078,0.00450877417702078,1.011695338063304,3483446.0,0.7046806524343997,4,5,2
2025-05-30,Infosys,INFY.NS,IT Services,1562.12,1576.16,1530.16,1547.24,2005719,1561.43,1588.71,1587.68,1577.73,1580.11,-2.3816,4.2976,-6.6792,34.88,1649.27,1587.68,1526.09,19647.77,44501.26,31998.99,14270.17,12800.9,-0.009525516605638384,0.009525516605638384,1.0300622157160035,3985719.0,0.5032263940332974,4,5,2
2025-05-30,Reliance Industries,RELIANCE.NS,Oil & Gas,2911.25,3021.02,2911.25,2972.82,4676272,2925.85,2942.75,2958.03,2943.11,2947.94,-4.8255,-2.4476,-2.3779,47.02,3026.44,2958.03,2889.62,19647.77,44501.26,31998.99,14270.17,12800.9,0.021148990983254734,0.021148990983254734,1.0377054529841134,5479241.0,0.853452512857164,4,5,2
2025-05-30,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1469.56,1471.5,1454.87,1464.04,2607409,1474.9,1475.22,1469.16,1471.77,1465.67,6.1046,7.7891,-1.6846,47.18,1499.52,1469.16,1438.81,19647.77,44501.26,31998.99,14270.17,12800.9,-0.0037562263534662854,0.0037562263534662854,1.011430574553053,4089688.6,0.6375568545732309,4,5,2
2025-05-30,Tata Motors,TATAMOTORS.NS,Automobile,944.04,944.04,923.67,940.15,4031579,936.32,951.91,970.68,952.47,960.14,-7.6769,-2.9524,-4.7245,24.46,1023.31,970.68,918.05,19647.77,44501.26,31998.99,14270.17,12800.9,-0.0041205881106732845,0.0041205881106732845,1.0220533307350028,3848446.0,1.0475862205160213,4,5,2
2025-05-31,HDFC Bank,HDFCBANK.NS,Banking,1554.36,1573.09,1554.36,1568.71,6066853,1559.63,1567.43,1581.33,1570.37,1581.49,-11.1145,-10.3484,-0.7661,38.41,1618.64,1581.33,1544.03,19840.19,44953.29,32245.8,14482.37,12771.52,0.009232095524846384,0.009232095524846384,1.012049975552639,3611652.4,1.6797998057620385,5,5,2
2025-05-31,Infosys,INFY.NS,IT Services,1547.24,1547.24,1533.09,1537.9,3760733,1555.85,1580.81,1588.44,1571.54,1576.57,-5.0298,2.4285,-7.4583,35.73,1646.96,1588.44,1529.91,19840.19,44953.29,32245.8,14482.37,12771.52,-0.00603655541480308,0.00603655541480308,1.0092297255868867,3254376.0,1.155592654321443,5,5,2
2025-05-31,Reliance Industries,RELIANCE.NS,Oil & Gas,2972.82,2972.82,2904.23,2929.14,6274265,2930.02,2933.67,2956.08,2940.94,2946.36,-5.4204,-3.0433,-2.3771,42.54,3025.49,2956.08,2886.66,19840.19,44953.29,32245.8,14482.37,12771.52,-0.014693119664157317,0.014693119664157317,1.0236172754912662,5825888.8,1.0769627116810057,5,5,2
2025-05-31,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1464.04,1509.45,1464.04,1481.2,4067112,1475.58,1477.76,1471.13,1473.24,1466.97,6.2673,7.4842,-1.2169,46.32,1499.04,1471.13,1443.22,19840.19,44953.29,32245.8,14482.37,12771.52,0.01172099122974779,0.01172099122974779,1.0310169121062267,4153633.8,0.9791696128820986,5,5,2
2025-05-31,Tata Motors,TATAMOTORS.NS,Automobile,940.15,989.28,940.15,972.34,9952920,939.75,952.06,970.75,955.55,961.16,-5.6126,-3.4855,-2.1271,40.49,1023.39,970.75,918.11,19840.19,44953.29,32245.8,14482.37,12771.52,0.03423921714620004,0.03423921714620004,1.0522576184651384,5157890.0,1.9296495272291576,5,5,2
2025-06-01,HDFC Bank,HDFCBANK.NS,Banking,1568.71,1581.43,1531.29,1558.21,5289195,1560.08,1564.59,1578.85,1568.49,1579.56,-11.0691,-10.4927,-0.5764,37.34,1615.32,1578.85,1542.38,19781.25,44981.74,32360.61,14468.87,12890.55,-0.006693397759942932,0.006693397759942932,1.032743634451998,3802104.2,1.3911231049375237,6,6,2
2025-06-01,Infosys,INFY.NS,IT Services,1537.9,1548.89,1522.51,1535.05,1139164,1548.7,1570.05,1587.78,1565.88,1573.13,-7.2429,0.4912,-7.7342,30.55,1648.46,1587.78,1527.11,19781.25,44981.74,32360.61,14468.87,12890.55,-0.0018531764093895342,0.0018531764093895342,1.0173266513848842,2827094.0,0.40294521512195913,6,6,2
2025-06-01,Reliance Industries,RELIANCE.NS,Oil & Gas,2929.14,3008.95,2929.14,2962.3,7163065,2943.75,2933.58,2956.88,2944.26,2947.69,-3.4311,-3.121,-0.3101,48.31,3026.18,2956.88,2887.58,19781.25,44981.74,32360.61,14468.87,12890.55,0.011320728951159875,0.011320728951159875,1.0272469052349835,6145524.2,1.1655742890085763,6,6,2
2025-06-01,Sun Pharma,SUNPHARMA.NS,Pharmaceuticals,1481.2,1492.38,1460.25,1472.16,6015834,1472.89,1477.59,1472.39,1473.07,1467.4,5.6698,7.1207,-1.451,44.95,1497.87,1472.39,1446.92,19781.25,44981.74,32360.61,14468.87,12890.55,-0.006103159600324037,0.006103159600324037,1.0220030816640986,4920539.0,1.2225965488740156,6,6,2
2025-06-01,Tata Motors,TATAMOTORS.NS,Automobile,972.34,991.85,963.22,972.98,2017640,949.95,951.18,970.72,958.25,962.14,-3.8905,-3.5666,-0.3239,39.9,1023.36,970.72,918.09,19781.25,44981.74,32360.61,14468.87,12890.55,0.0006582059773330151,0.0006582059773330151,1.0297232200328066,4852518.4,0.4157923440331519,6,6,2
2025-06-02,HDFC Bank,HDFCBANK.NS,Banking,1558.21,1580.96,1558.21,1564.1,4594419,1561.36,1563.93,1577.33,1567.81,1578.29,-10.4774,-10.4897,0.0123,42.43,1613.6,1577.33,1541.07,19644.12,45287.41,32924.29,14473.17,13103.25,0.0037799783084435656,0.0037799783084435656,1.0146000859961108,4460542.0,1.0300136171792575,0,6,2
2025-06-02,Infosys,INFY.NS,IT Services,1535.05,1547.67,1503.76,1524.78,5288141,1541.42,1561.15,1585.63,1559.52,1569.15,-9.6325,-1.536,-8.0965,32.48,1652.07,1585.63,1519.2,19644.12,45287.41,32924.29,14473.17,13103.25,-0.006690335819680149,0.006690335819680149,1.0292001383199447,3367342.6,1.57041965376496,0,6,2
